CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,DAYS_BIRTH_CLEAN,Letter,Main_ID
F,N,Y,0.0,59400.0,Working,Secondary / secondary special,Married,House / apartment,-4938.0,1.0,1.0,0.0,0.0,Core staff,2.0,09/03/1969,B,6798899
F,Y,Y,2.0,,Working,Secondary / secondary special,Married,House / apartment,-736.0,1.0,0.0,0.0,1.0,Laborers,4.0,29/04/1980,H,7888998
M,N,Y,0.0,171000.0,Working,Secondary / secondary special,Married,House / apartment,-976.0,1.0,0.0,0.0,0.0,Laborers,2.0,27/12/1986,W,5581571
M,Y,Y,0.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-2430.0,1.0,0.0,0.0,0.0,,,24/08/1990,I,6023114
F,Y,Y,2.0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-975.0,1.0,0.0,0.0,,,4.0,03/05/1992,B,5867587
F,N,N,0.0,202500.0,,Lower secondary,Single / not married,House / apartment,-1560.0,1.0,0.0,0.0,1.0,Security staff,1.0,16/05/1985,T,6161414
F,Y,Y,2.0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2999.0,1.0,0.0,0.0,0.0,Accountants,4.0,14/06/1983,W,6630582
M,Y,N,3.0,202500.0,Working,Higher education,Married,House / apartment,-9794.0,1.0,0.0,0.0,0.0,,,17/08/1975,Q,5796428
F,N,N,0.0,202500.0,Commercial associate,Secondary / secondary special,Separated,With parents,-5956.0,1.0,0.0,0.0,0.0,Laborers,1.0,13/02/1982,E,6727879
M,N,Y,2.0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-1222.0,1.0,0.0,0.0,0.0,Security staff,4.0,14/09/1994,E,6358343
F,N,Y,0.0,252000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,13/09/1961,O,6606189
F,Y,N,,112500.0,State servant,Higher education,Married,House / apartment,-1529.0,1.0,0.0,0.0,0.0,Core staff,4.0,01/01/1995,Z,5454326
,Y,Y,1.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1753.0,1.0,0.0,1.0,0.0,Sales staff,3.0,01/04/1982,Y,5091560
F,Y,Y,2.0,112500.0,Working,Higher education,Single / not married,House / apartment,-3500.0,1.0,0.0,0.0,0.0,Accountants,3.0,29/03/1980,Q,5425114
F,N,Y,0.0,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-2755.0,1.0,0.0,0.0,0.0,Laborers,2.0,25/06/1994,P,5838142
F,N,N,0.0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1362.0,1.0,1.0,0.0,0.0,,2.0,26/08/1985,C,6262745
M,Y,Y,2.0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-463.0,1.0,0.0,0.0,0.0,Low-skill Laborers,4.0,28/03/1995,O,5882983
F,N,N,1.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-821.0,1.0,0.0,1.0,,Laborers,3.0,15/08/1980,V,6691648
F,N,Y,,180000.0,Commercial associate,Higher education,,House / apartment,-2615.0,1.0,0.0,0.0,0.0,Accountants,2.0,04/02/1990,K,5344973
M,Y,Y,0.0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,09/07/1958,S,5928444
F,Y,Y,0.0,225000.0,Commercial associate,Higher education,Married,House / apartment,-1608.0,1.0,0.0,1.0,0.0,,2.0,13/12/1968,R,5972009
F,Y,N,0.0,171000.0,Working,Secondary / secondary special,Married,Municipal apartment,-160.0,1.0,0.0,0.0,0.0,Managers,2.0,13/08/1989,O,6702804
F,Y,Y,0.0,112500.0,Commercial associate,Higher education,Single / not married,House / apartment,-843.0,1.0,0.0,0.0,0.0,Core staff,1.0,08/03/1991,S,5178462
F,N,Y,1.0,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,-2049.0,1.0,1.0,1.0,1.0,Core staff,3.0,,W,5113494
M,N,Y,0.0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,27/04/1957,O,5116937
F,N,Y,0.0,247500.0,State servant,Secondary / secondary special,Widow,House / apartment,-3518.0,1.0,0.0,0.0,0.0,Managers,1.0,30/12/1962,J,5988456
F,N,Y,0.0,135000.0,State servant,Higher education,Widow,House / apartment,-723.0,1.0,0.0,1.0,0.0,,1.0,07/01/1972,R,6499632
F,N,N,0.0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-2264.0,1.0,0.0,0.0,0.0,,1.0,22/05/1975,L,6100862
F,N,Y,0.0,360000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-1948.0,1.0,0.0,1.0,0.0,Security staff,1.0,19/07/1972,H,6047318
F,N,Y,0.0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1598.0,1.0,0.0,0.0,0.0,Medicine staff,1.0,10/02/1972,T,6121912
M,,Y,0.0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,16/01/1959,V,7297035
F,N,N,1.0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,-276.0,1.0,0.0,0.0,0.0,Laborers,2.0,30/04/1969,F,6448937
M,Y,Y,0.0,315000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-824.0,1.0,1.0,1.0,0.0,Managers,2.0,24/10/1984,R,5441129
M,Y,Y,0.0,135000.0,Commercial associate,Secondary / secondary special,,House / apartment,-542.0,1.0,0.0,0.0,0.0,Sales staff,2.0,22/11/1991,M,6602137
M,Y,Y,2.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-761.0,1.0,0.0,0.0,0.0,Sales staff,4.0,29/02/1984,W,5190031
F,N,Y,0.0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-1764.0,1.0,,1.0,0.0,Laborers,1.0,07/10/1980,D,5632680
M,Y,Y,,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-6054.0,1.0,0.0,0.0,1.0,Laborers,1.0,25/02/1986,I,6363133
M,Y,Y,0.0,225000.0,Working,Higher education,Single / not married,Rented apartment,-456.0,1.0,0.0,0.0,1.0,High skill tech staff,1.0,27/04/1995,P,6736958
,Y,Y,0.0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,0.0,1.0,,2.0,12/07/1967,K,5541941
F,N,N,0.0,202500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,1.0,30/05/1969,J,5349966
F,N,N,0.0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-5420.0,1.0,0.0,1.0,0.0,Laborers,2.0,06/03/1982,L,5891093
F,Y,Y,0.0,202500.0,Working,Incomplete higher,,House / apartment,-5434.0,1.0,1.0,,0.0,Accountants,2.0,26/03/1972,A,5148880
M,Y,N,2.0,126000.0,Working,Secondary / secondary special,Married,,-3907.0,1.0,0.0,0.0,0.0,Drivers,4.0,05/01/1991,A,5738330
F,N,N,0.0,211500.0,Working,Secondary / secondary special,Married,House / apartment,-3563.0,1.0,1.0,1.0,0.0,Security staff,2.0,08/03/1972,A,6388990
M,N,Y,0.0,144000.0,Working,Higher education,Married,House / apartment,-2851.0,1.0,0.0,0.0,0.0,Core staff,2.0,09/05/1991,F,6514272
M,N,N,2.0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-5257.0,1.0,1.0,0.0,0.0,,4.0,16/03/1981,R,6470068
M,Y,Y,1.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,,1.0,1.0,0.0,0.0,Laborers,3.0,26/03/1989,Z,5832117
F,N,Y,0.0,157500.0,Pensioner,Incomplete higher,Civil marriage,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,07/01/1966,K,5598841
F,N,Y,0.0,207000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,,1.0,0.0,0.0,0.0,,1.0,,Q,5224077
F,N,N,0.0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8057.0,1.0,0.0,0.0,0.0,,1.0,23/07/1974,Q,6033009
,Y,Y,0.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-3608.0,1.0,0.0,0.0,0.0,Sales staff,2.0,15/02/1977,P,5618666
F,Y,Y,2.0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-996.0,1.0,,1.0,0.0,Drivers,4.0,16/09/1994,J,6560049
F,N,Y,0.0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1904.0,1.0,0.0,0.0,0.0,Managers,2.0,28/02/1972,P,5029588
M,N,Y,0.0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-1192.0,1.0,0.0,0.0,0.0,Laborers,2.0,13/09/1978,T,5787735
F,N,Y,2.0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-734.0,1.0,0.0,1.0,0.0,Medicine staff,3.0,28/08/1987,J,5957797
F,N,N,0.0,121500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-719.0,1.0,1.0,0.0,0.0,Private service staff,1.0,12/12/1980,D,6108793
F,N,Y,0.0,148500.0,Pensioner,Lower secondary,Married,House / apartment,365243.0,1.0,0.0,1.0,0.0,,2.0,13/02/1961,R,7611518
F,N,Y,0.0,157500.0,Commercial associate,Higher education,Married,House / apartment,-1477.0,1.0,1.0,1.0,0.0,,2.0,04/02/1978,I,6758258
F,N,N,0.0,171000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-190.0,1.0,1.0,0.0,0.0,Sales staff,2.0,15/11/1988,I,5944291
F,N,N,1.0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-1009.0,1.0,0.0,0.0,0.0,Core staff,3.0,10/06/1992,K,6273969
F,Y,Y,1.0,220500.0,Commercial associate,Higher education,Single / not married,House / apartment,-847.0,1.0,0.0,0.0,0.0,High skill tech staff,2.0,18/11/1995,O,6092070
F,Y,Y,0.0,270000.0,Working,Higher education,Married,House / apartment,-6815.0,1.0,0.0,0.0,1.0,High skill tech staff,2.0,05/10/1961,O,6249109
M,N,,0.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-673.0,1.0,0.0,1.0,0.0,Drivers,2.0,29/07/1972,Z,5564128
F,N,Y,1.0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1057.0,1.0,0.0,0.0,1.0,Laborers,3.0,08/08/1992,R,6229498
F,N,Y,0.0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,26/11/1960,R,6036671
F,Y,Y,0.0,157500.0,Commercial associate,Incomplete higher,Single / not married,With parents,-1800.0,1.0,0.0,0.0,0.0,Core staff,1.0,22/02/2000,J,5988833
M,N,Y,1.0,135000.0,Working,Incomplete higher,Married,House / apartment,-1552.0,1.0,0.0,1.0,0.0,Managers,3.0,01/10/1999,P,6281114
M,N,N,0.0,202500.0,Working,Secondary / secondary special,Married,With parents,-3768.0,1.0,0.0,0.0,0.0,,,11/10/1981,V,5438499
F,N,Y,2.0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-212.0,1.0,0.0,0.0,0.0,Laborers,4.0,17/05/1995,E,5637030
M,Y,Y,0.0,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-3497.0,1.0,0.0,0.0,0.0,,1.0,25/04/1986,V,6428811
F,N,N,0.0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-5637.0,1.0,0.0,0.0,0.0,Accountants,1.0,01/08/1966,I,5095852
M,Y,Y,0.0,225000.0,Working,Higher education,Single / not married,House / apartment,-175.0,1.0,0.0,0.0,0.0,Core staff,1.0,02/07/1996,Z,5851817
M,Y,N,1.0,238500.0,Working,Higher education,Married,With parents,-1965.0,1.0,1.0,1.0,0.0,Drivers,3.0,21/12/1991,P,5029796
F,Y,N,0.0,99000.0,Commercial associate,Higher education,Married,House / apartment,-1912.0,1.0,1.0,0.0,0.0,Drivers,,08/10/1994,A,5736679
F,N,Y,0.0,166500.0,Working,Secondary / secondary special,Married,Municipal apartment,-1257.0,1.0,1.0,1.0,0.0,Medicine staff,2.0,15/06/1974,G,6103380
M,Y,Y,,234000.0,Pensioner,Incomplete higher,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,12/06/1978,S,6611227
M,Y,Y,,180000.0,Working,Incomplete higher,Married,House / apartment,-2705.0,1.0,0.0,0.0,0.0,Drivers,3.0,08/07/1993,D,6207133
F,N,Y,1.0,81000.0,Working,Secondary / secondary special,,House / apartment,-8372.0,1.0,1.0,1.0,0.0,Core staff,3.0,17/09/1973,H,7544714
M,N,Y,0.0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-971.0,1.0,0.0,1.0,0.0,Cleaning staff,2.0,04/10/1967,E,6335885
F,Y,N,1.0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-978.0,1.0,1.0,0.0,0.0,Sales staff,3.0,18/11/1984,R,6806691
F,N,Y,2.0,135000.0,State servant,Incomplete higher,Married,House / apartment,-1566.0,1.0,0.0,0.0,0.0,Laborers,4.0,12/02/1994,Q,6409660
F,N,Y,0.0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-712.0,1.0,0.0,1.0,0.0,High skill tech staff,1.0,27/11/1974,M,6606351
F,N,N,0.0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,23/06/1958,I,5832659
F,N,N,1.0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-1771.0,1.0,1.0,1.0,0.0,Managers,3.0,26/07/1977,N,5454588
F,N,Y,0.0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-781.0,1.0,0.0,0.0,0.0,High skill tech staff,2.0,20/01/1959,F,6394862
F,N,Y,0.0,193500.0,State servant,,Married,House / apartment,-1159.0,1.0,0.0,0.0,0.0,Core staff,2.0,06/09/1992,H,5116389
F,Y,N,1.0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1180.0,1.0,1.0,1.0,0.0,Cooking staff,2.0,30/11/1981,T,6224342
M,Y,Y,0.0,157500.0,Working,Higher education,Married,House / apartment,-536.0,1.0,0.0,0.0,0.0,Security staff,2.0,21/10/1971,R,5067668
F,Y,Y,0.0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-216.0,1.0,1.0,0.0,0.0,Medicine staff,2.0,06/02/1992,E,5956466
F,N,Y,1.0,144000.0,Commercial associate,Lower secondary,Married,,-205.0,1.0,0.0,0.0,0.0,Sales staff,3.0,23/10/1981,Y,6670861
M,Y,Y,1.0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-2571.0,1.0,0.0,0.0,0.0,Managers,3.0,06/03/1978,S,6238895
F,N,Y,1.0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-543.0,1.0,1.0,0.0,0.0,Laborers,3.0,27/01/1981,J,5876960
F,N,N,2.0,202500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-4687.0,1.0,0.0,0.0,0.0,Laborers,3.0,31/01/1991,E,6625626
M,N,Y,0.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-851.0,1.0,0.0,1.0,0.0,Laborers,2.0,10/07/1972,D,6212682
F,Y,Y,0.0,180000.0,Pensioner,Higher education,Widow,House / apartment,365243.0,1.0,,1.0,0.0,,1.0,05/11/1954,I,6697725
F,N,Y,0.0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,21/11/1962,Y,5760252
M,Y,Y,0.0,202500.0,State servant,Higher education,Married,House / apartment,-6521.0,1.0,0.0,0.0,0.0,Core staff,2.0,26/09/1981,L,5489937
F,Y,Y,1.0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,1.0,0.0,,3.0,11/06/1959,B,6481809
F,,Y,0.0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,-3627.0,1.0,0.0,0.0,0.0,Cleaning staff,1.0,16/02/1979,Y,5706475
M,Y,Y,1.0,162000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-840.0,1.0,1.0,0.0,0.0,Sales staff,3.0,18/11/2000,J,5476216
F,N,N,1.0,180000.0,Working,Higher education,Civil marriage,House / apartment,-118.0,1.0,0.0,0.0,0.0,Sales staff,3.0,11/04/1987,W,6076364
F,N,Y,0.0,85500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243.0,1.0,0.0,1.0,0.0,,1.0,25/03/1960,D,6643254
F,Y,N,1.0,180000.0,State servant,Higher education,Married,House / apartment,-2672.0,1.0,0.0,0.0,0.0,Accountants,3.0,11/02/1985,X,6074954
F,Y,,0.0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-3934.0,1.0,1.0,1.0,0.0,Core staff,2.0,01/11/1993,F,5253183
F,N,Y,0.0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-2711.0,1.0,0.0,0.0,0.0,Managers,2.0,02/11/1974,W,5840892
F,N,Y,0.0,157500.0,Commercial associate,Higher education,Married,House / apartment,-1477.0,1.0,1.0,1.0,0.0,,2.0,04/02/1978,U,6758259
M,N,N,0.0,,State servant,Secondary / secondary special,Single / not married,House / apartment,-105.0,1.0,1.0,1.0,0.0,Security staff,1.0,22/07/1990,N,5297124
M,Y,Y,0.0,315000.0,Pensioner,Higher education,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,24/04/1959,Z,5114493
M,N,N,0.0,450000.0,Working,Secondary / secondary special,Married,House / apartment,-2897.0,1.0,1.0,1.0,1.0,Managers,2.0,18/12/1972,Z,5140141
F,N,Y,2.0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-2379.0,1.0,0.0,0.0,0.0,Laborers,4.0,14/08/1987,J,5117248
F,Y,N,2.0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-1016.0,1.0,0.0,0.0,0.0,Laborers,4.0,21/06/1995,W,6059965
F,Y,Y,2.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-4280.0,1.0,0.0,0.0,0.0,Laborers,4.0,04/11/1989,D,5036606
M,N,N,0.0,135000.0,Working,Higher education,Married,House / apartment,-900.0,1.0,1.0,1.0,0.0,Laborers,2.0,15/12/1986,F,5988157
F,N,Y,0.0,153000.0,Commercial associate,Secondary / secondary special,,House / apartment,-5975.0,1.0,0.0,0.0,0.0,Accountants,1.0,26/06/1962,G,6204831
F,Y,Y,0.0,157500.0,Commercial associate,Higher education,Married,House / apartment,-2370.0,1.0,0.0,0.0,0.0,Accountants,2.0,17/10/1992,W,5344234
F,Y,N,0.0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-969.0,1.0,0.0,0.0,0.0,,2.0,03/09/1987,C,5735584
M,N,Y,1.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-1884.0,1.0,0.0,1.0,0.0,Laborers,3.0,30/12/1984,L,5509312
F,Y,N,0.0,225000.0,Commercial associate,Higher education,Married,House / apartment,-679.0,1.0,1.0,0.0,0.0,Laborers,2.0,02/01/1985,W,5702909
F,Y,Y,0.0,135000.0,Working,Higher education,Married,House / apartment,-910.0,1.0,0.0,0.0,1.0,Core staff,2.0,21/07/1994,J,5680437
F,N,Y,2.0,58500.0,Working,Higher education,Married,House / apartment,-4943.0,1.0,1.0,1.0,0.0,Core staff,4.0,08/04/1986,V,6315923
F,N,N,0.0,103500.0,Working,Higher education,Married,House / apartment,-827.0,1.0,1.0,0.0,0.0,High skill tech staff,2.0,15/11/1994,O,5237043
M,N,N,1.0,135000.0,Working,Secondary / secondary special,Separated,With parents,-170.0,1.0,1.0,0.0,0.0,Drivers,2.0,16/11/1994,F,5196550
,Y,Y,2.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-954.0,1.0,0.0,0.0,0.0,Sales staff,4.0,13/06/1995,X,6639328
F,N,N,0.0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-1144.0,1.0,0.0,0.0,0.0,Core staff,1.0,22/05/1998,W,6492347
F,N,Y,0.0,157500.0,Working,Secondary / secondary special,Separated,Municipal apartment,-389.0,1.0,0.0,0.0,0.0,,1.0,03/11/1975,T,5529180
M,N,Y,0.0,90000.0,Commercial associate,Higher education,Married,House / apartment,-899.0,1.0,0.0,0.0,1.0,Managers,2.0,01/10/1963,J,5975835
M,Y,N,1.0,450000.0,,Secondary / secondary special,Married,House / apartment,-5070.0,1.0,1.0,1.0,0.0,Laborers,3.0,20/06/1974,I,5857501
M,N,N,0.0,288000.0,State servant,Secondary / secondary special,Married,Office apartment,-1831.0,1.0,1.0,0.0,0.0,Laborers,2.0,29/03/1996,R,5795153
M,N,Y,1.0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-1542.0,1.0,0.0,0.0,0.0,Laborers,3.0,12/09/1977,K,5535794
F,N,Y,1.0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-2554.0,1.0,0.0,1.0,0.0,,3.0,25/06/1981,D,5965174
F,Y,Y,0.0,94500.0,Working,Secondary / secondary special,Married,House / apartment,-2463.0,1.0,0.0,0.0,0.0,Medicine staff,2.0,25/12/1968,D,5998896
F,N,Y,0.0,202500.0,Pensioner,Higher education,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,,16/07/1963,X,6367369
F,Y,Y,0.0,292500.0,Commercial associate,Higher education,Married,House / apartment,-6001.0,1.0,1.0,1.0,0.0,High skill tech staff,2.0,25/10/1965,T,7513267
M,Y,Y,2.0,189000.0,Commercial associate,Higher education,Married,House / apartment,-2232.0,1.0,0.0,0.0,0.0,Laborers,4.0,18/04/1982,H,5268729
M,Y,Y,2.0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-626.0,1.0,0.0,0.0,1.0,Laborers,4.0,06/10/1981,D,5901100
M,N,Y,0.0,225000.0,Working,Higher education,Married,House / apartment,-1191.0,1.0,0.0,0.0,1.0,Managers,2.0,28/01/1991,U,5278890
F,N,Y,0.0,135000.0,Working,Incomplete higher,Single / not married,Municipal apartment,-366.0,1.0,0.0,,0.0,Medicine staff,1.0,07/08/1998,W,5581443
M,Y,Y,1.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-271.0,1.0,0.0,0.0,0.0,,3.0,15/10/1992,R,5522315
F,Y,Y,0.0,270000.0,State servant,Higher education,Married,House / apartment,-8230.0,1.0,0.0,0.0,0.0,Managers,2.0,07/03/1978,D,5142243
F,N,Y,0.0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,10/02/1960,Y,5061287
,Y,Y,0.0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1451.0,1.0,0.0,0.0,0.0,Sales staff,2.0,11/07/1978,R,6258574
F,N,N,0.0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,18/11/1958,U,6037243
,Y,Y,1.0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2377.0,1.0,1.0,1.0,0.0,Drivers,3.0,17/06/1984,J,5154520
F,Y,N,1.0,900000.0,Working,Higher education,Single / not married,House / apartment,-2460.0,1.0,0.0,0.0,0.0,Managers,2.0,09/04/1979,Q,6763771
F,N,N,1.0,81000.0,State servant,Higher education,Married,With parents,-2317.0,1.0,0.0,0.0,0.0,Core staff,3.0,01/02/1991,V,6800797
F,N,Y,0.0,90000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,18/11/1957,P,5618085
M,Y,Y,1.0,202500.0,Working,Secondary / secondary special,Married,,,1.0,0.0,0.0,0.0,Security staff,3.0,09/03/1983,G,5805158
M,N,Y,1.0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-239.0,1.0,0.0,0.0,0.0,Managers,3.0,14/12/1990,P,6763593
F,N,Y,0.0,225000.0,Pensioner,Higher education,Widow,House / apartment,365243.0,1.0,0.0,0.0,0.0,,1.0,11/10/1958,O,6137793
M,N,Y,0.0,202500.0,Working,Higher education,Married,House / apartment,-2801.0,1.0,0.0,0.0,0.0,Managers,2.0,24/12/1965,D,6047068
F,N,Y,4.0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-875.0,1.0,0.0,0.0,0.0,Sales staff,5.0,15/02/1986,D,6472019
F,Y,Y,1.0,157500.0,Commercial associate,Higher education,Married,House / apartment,-201.0,1.0,0.0,0.0,0.0,,3.0,16/06/1975,B,5135523
F,N,Y,0.0,180000.0,State servant,Higher education,Married,House / apartment,,1.0,0.0,0.0,0.0,Medicine staff,2.0,04/11/1988,T,6785991
F,N,N,0.0,99000.0,Working,Higher education,Married,House / apartment,-3252.0,1.0,1.0,0.0,0.0,Laborers,2.0,12/04/1978,J,5906645
M,Y,N,1.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-4020.0,1.0,0.0,0.0,0.0,Drivers,3.0,06/02/1978,W,6021980
F,Y,Y,0.0,121500.0,Working,Higher education,Married,,-1682.0,1.0,0.0,0.0,1.0,Sales staff,2.0,13/05/1995,C,5010564
F,N,Y,0.0,121500.0,Pensioner,Secondary / secondary special,Married,Office apartment,365243.0,1.0,0.0,1.0,,,2.0,09/08/1963,P,6108353
M,N,Y,1.0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-271.0,,0.0,0.0,0.0,Sales staff,3.0,29/06/1995,K,6309684
F,N,Y,3.0,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-1047.0,1.0,1.0,0.0,0.0,,5.0,18/12/1995,S,6584114
F,N,Y,0.0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8345.0,1.0,0.0,0.0,0.0,Laborers,2.0,22/07/1971,Q,5706764
F,N,Y,1.0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-2686.0,1.0,0.0,0.0,0.0,Laborers,3.0,29/07/1983,F,6743720
F,N,N,0.0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-1146.0,1.0,0.0,0.0,0.0,Laborers,2.0,27/09/1987,N,6210389
F,N,Y,3.0,67500.0,Commercial associate,Secondary / secondary special,,House / apartment,-412.0,1.0,1.0,1.0,0.0,Sales staff,5.0,07/06/1977,S,5104950
M,Y,Y,2.0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-655.0,1.0,0.0,0.0,0.0,Drivers,4.0,12/11/1977,Z,5148861
F,N,N,1.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-5480.0,1.0,1.0,0.0,0.0,Managers,3.0,29/11/1973,W,5871898
F,Y,Y,1.0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-7643.0,1.0,0.0,0.0,0.0,Medicine staff,3.0,14/09/1980,W,6618452
F,N,Y,0.0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3595.0,1.0,0.0,0.0,0.0,Managers,2.0,14/06/1980,G,5401233
M,N,Y,1.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-2257.0,1.0,0.0,0.0,0.0,Drivers,3.0,12/01/1996,T,5542771
F,N,Y,1.0,123750.0,Working,Higher education,Single / not married,House / apartment,-2497.0,1.0,1.0,1.0,,High skill tech staff,2.0,28/02/1988,L,6052663
F,N,N,0.0,247500.0,Working,Higher education,Married,House / apartment,-6327.0,1.0,1.0,0.0,0.0,High skill tech staff,2.0,09/03/1983,Q,6351436
